Tue Jul 05 00:51:47 MSK 2022;a23fda9081baf0c14d9f24d5e369deda9e8485f3;Merge branch 'dev' of g.hse.ru:hse-apps/apps/HSEAppX into dev;Merge branch 'dev' of g.hse.ru:hse-apps/apps/HSEAppX into dev;iOS Lead;591c9d75adf6af258fe577eed17c4a30a5ca95a8
Tue Jul 05 00:51:40 MSK 2022;591c9d75adf6af258fe577eed17c4a30a5ca95a8;new extension disableClipsToBoundsUpToCollection;new extension disableClipsToBoundsUpToCollection;iOS Lead;a18c700a7d87ac55678ec8657d35e0b45417cbe9
Mon Jul 04 18:27:09 MSK 2022;b6d8a5d8c7f5dda812e3a5d6d80b50c03e67d6a6;Merge remote-tracking branch 'origin/dev' into dev;Merge remote-tracking branch 'origin/dev' into dev;iOS Junior (left);b747232b11ea133dcdded343cdfc08ff0c2d3e00
Mon Jul 04 18:21:11 MSK 2022;7d5cf041c7662819e9303abbe970f385133dd102;Merge branch 'TestBranch' into 'dev';Merge branch 'TestBranch' into 'dev'free room&reservation filter modal menu updateSee merge request hse-apps/apps/HSEAppX!57;iOS Junior (left);79ce0edb97ef9adc490c97f6a33a3b317f194326
Mon Jul 04 10:49:16 MSK 2022;79ce0edb97ef9adc490c97f6a33a3b317f194326;update components;update components;Team Lead;a18c700a7d87ac55678ec8657d35e0b45417cbe9
Fri Jul 01 16:47:29 MSK 2022;4c60a261a27e47a3917d4e217a0b1a99dde9ab76;;project favorite button fixed;iOS Junior (left);14e9bc68ee9112e71ccfd7c8a2bc21d983e743af
Fri Jul 01 16:43:37 MSK 2022;b747232b11ea133dcdded343cdfc08ff0c2d3e00;;"project ""favorite"" button fixed";iOS Junior (left);a18c700a7d87ac55678ec8657d35e0b45417cbe9
Fri Jul 01 14:11:06 MSK 2022;14e9bc68ee9112e71ccfd7c8a2bc21d983e743af;;merge dev -> TB;iOS Junior (left);03a395df01ed5296905d6bcedf0acd1fecfb9233
Fri Jul 01 14:06:04 MSK 2022;03a395df01ed5296905d6bcedf0acd1fecfb9233;;package.resolved bs;iOS Junior (left);9b501ec471cd6ce2a62db4c614bdf37995baa93e
Fri Jul 01 13:50:03 MSK 2022;9b501ec471cd6ce2a62db4c614bdf37995baa93e;;reservation menu spacing fix;iOS Junior (left);75fcb53370c6aff75b30c5312ed9ce094e0db013
Thu Jun 30 19:00:26 MSK 2022;75fcb53370c6aff75b30c5312ed9ce094e0db013;;filter modal menu update;iOS Junior (left);13831351256f0026f6c6eafab9d998ba525a73ab
Thu Jun 30 15:05:02 MSK 2022;a18c700a7d87ac55678ec8657d35e0b45417cbe9;disable delete action for currentUser;disable delete action for currentUser;iOS Lead;d8d30ed6c491047fbcae56d1224506015ba817f7
Thu Jun 30 15:01:10 MSK 2022;d8d30ed6c491047fbcae56d1224506015ba817f7;disable close when loading in signIn;disable close when loading in signIn;iOS Lead;c191b13b76c1e0ff4314d18d6b8db39d115d8d85
Thu Jun 30 14:57:55 MSK 2022;c191b13b76c1e0ff4314d18d6b8db39d115d8d85;log timings in requests;log timings in requests;iOS Lead;a30e384ef6f72e91fd251a2b56bbfde30f1c3aef
Thu Jun 30 13:50:32 MSK 2022;a30e384ef6f72e91fd251a2b56bbfde30f1c3aef;bundle update (update fastlane);bundle update (update fastlane);Team Lead;2d059a0ad8049cc9c9e132d277c56000becd00b7
Wed Jun 29 17:24:01 MSK 2022;2d059a0ad8049cc9c9e132d277c56000becd00b7;Added support for multiple selection in picker;Added support for multiple selection in picker;iOS Middle;13831351256f0026f6c6eafab9d998ba525a73ab
Tue Jun 28 19:59:23 MSK 2022;13831351256f0026f6c6eafab9d998ba525a73ab;Merge branch 'dev' of g.hse.ru:hse-apps/apps/HSEAppX into dev;Merge branch 'dev' of g.hse.ru:hse-apps/apps/HSEAppX into dev;iOS Lead;03dfab7d926c777bd5e9a9246e415c44d7ace95a
Tue Jun 28 19:58:57 MSK 2022;03dfab7d926c777bd5e9a9246e415c44d7ace95a;group_id -> group in deeplinks;group_id -> group in deeplinks;iOS Lead;543f0c0b72785feafbeb64f28cc002a225a8c808
Tue Jun 28 19:48:53 MSK 2022;1c965858a495fffc28a962ef8a74af2bc90eda98;Add webcredentials suggestions;Add webcredentials suggestions;Team Lead;9c52553d3d426476fba801c96c7c4d62cfc317dd
Tue Jun 28 16:22:05 MSK 2022;9c52553d3d426476fba801c96c7c4d62cfc317dd;enable build of HSEAuth for macCatalyst;enable build of HSEAuth for macCatalyst;Team Lead;7396f97931284d9d83b84c6a17d43f0ca0b85418
Tue Jun 28 15:51:40 MSK 2022;7396f97931284d9d83b84c6a17d43f0ca0b85418;remove HSE AUth;remove HSE AUth;Team Lead;e637e8c24631f800427babc3795afd49eedeb7dd
Tue Jun 28 15:40:04 MSK 2022;e637e8c24631f800427babc3795afd49eedeb7dd;fix signing;fix signing;Team Lead;543f0c0b72785feafbeb64f28cc002a225a8c808
Tue Jun 28 15:23:45 MSK 2022;543f0c0b72785feafbeb64f28cc002a225a8c808;minor fixes in deadlines;minor fixes in deadlines;iOS Lead;185bf352fee30781e5c6944fd0d159cbd3fcc77c
Tue Jun 28 15:14:06 MSK 2022;185bf352fee30781e5c6944fd0d159cbd3fcc77c;percent encoding in HSEAuth;percent encoding in HSEAuth;iOS Lead;2672414dda6657d308a574490b2edeed67624cfc
Tue Jun 28 13:44:44 MSK 2022;2672414dda6657d308a574490b2edeed67624cfc;werning fix + package update;werning fix + package update;iOS Lead;27a0657caca2d9176ca2b80be491ed6f8bd470b7
